batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out,time_stamp
26.1364,0.8977298,13.0029,0.0745399,23.4783,0.0,1.1741993427276611
26.1399,0.8814682,12.8987,0.0746316,23.4783,0.9220016,2.2417421340942383
26.145,0.8786479,13.0797,0.0746525,22.9811,0.9220016,3.2045109272003174
26.1419,0.8759476,13.0608,0.0722158,22.9811,0.8991618,4.1705098152160645
26.1535,0.8882888,12.8517,0.0747778,23.2403,0.8991618,5.238293409347534
26.1532,0.8906491,12.947,0.0720736,23.2403,0.8966787,6.2028584480285645
26.1416,0.8771877,13.1515,0.0712867,22.9401,0.8966787,7.169301509857178
26.1522,0.8923693,13.0989,0.0704961,22.9401,0.8846213,8.236958742141724
26.1543,0.880148,13.0367,0.0702197,23.0287,0.8846213,9.211696147918701
26.1536,0.8732073,13.1146,0.0715253,23.0287,0.8996884,10.173697710037231
26.1539,0.8842884,13.0438,0.0707467,23.1363,0.8996884,11.238564491271973
26.1614,0.8830883,12.9402,0.0697576,23.1363,0.8641223,12.204378366470337
26.1553,0.9059306,13.0378,0.0698573,23.7034,0.8641223,13.179448366165161
26.1596,0.8843685,13.1427,0.0707764,23.7034,0.8911,14.24747347831726
26.1496,0.910131,13.147,0.0714565,23.8089,0.8911,15.239006280899048
26.152,0.9067107,13.0305,0.070593,23.8089,0.8829945,16.236203908920288
26.1564,0.8965297,13.0246,0.0696629,23.4588,0.8829945,17.22072720527649
26.1612,0.8870687,13.1055,0.0700555,23.4588,0.8807631,18.213629961013794
26.157,0.8888889,13.0618,0.0716301,23.2598,0.8807631,19.21251153945923
26.149,0.8933694,13.0779,0.0718793,23.2598,0.8989211,20.20169949531555
26.1575,0.8649065,12.9823,0.0721451,22.6329,0.8989211,21.196211338043213
26.1638,0.889769,12.9996,0.0720661,22.6329,0.8979742,22.18421769142151
26.1625,0.8738074,12.962,0.0713977,22.8695,0.8979742,23.254909992218018
26.1589,0.8828283,13.1083,0.0713203,22.8695,0.8965787,24.221928119659424
26.16,0.8929493,12.9819,0.0708035,23.3686,0.8965787,25.189590454101562
26.1611,0.920212,12.8966,0.0709652,23.3686,0.8775831,26.255591869354248
26.161,0.9070707,13.015,0.0709906,23.7388,0.8775831,27.22230291366577
26.1564,0.8883889,13.0437,0.0731881,23.7388,0.914779,28.1884982585907
26.1628,0.8830483,13.0839,0.0714212,23.1119,0.914779,29.254502296447754
26.1713,0.8856486,13.0332,0.0706721,23.1119,0.881721,30.21962308883667
26.165,0.8691469,12.9809,0.0700709,22.7503,0.881721,31.18451714515686
26.1647,0.8873087,12.8387,0.0697017,22.7503,0.8594516,32.25083136558533
26.1626,0.8971297,12.8498,0.0719311,23.4796,0.8594516,33.21585440635681
26.1574,0.8882288,12.9238,0.0711341,23.4796,0.8835634,34.18200492858887
26.154,0.8845285,13.0095,0.0724514,23.1424,0.8835634,35.247830867767334
26.1557,0.880008,12.9678,0.0701727,23.1424,0.8721044,36.21796369552612
26.1651,0.8829883,12.8338,0.071135,23.1124,0.8721044,37.18499732017517
26.1626,0.9005501,12.7378,0.0700563,23.1124,0.8545792,38.25102353096008
26.1676,0.9107711,12.5814,0.0692309,23.8418,0.8545792,39.21930766105652
26.1674,0.8944895,12.5374,0.0684692,23.8418,0.8254919,40.184202432632446
26.1653,0.9145715,12.6819,0.0720686,23.9388,0.8254919,41.24548935890198
26.1675,0.9105511,12.8528,0.071178,23.9388,0.8808006,42.20944094657898
26.1589,0.9036104,12.561,0.0707883,23.6458,0.8808006,43.183475732803345
26.1639,0.9015102,12.6562,0.0707518,23.6458,0.8608142,44.24636745452881
26.1583,0.9046505,12.6909,0.0710692,23.6731,0.8608142,45.20958924293518
26.161,0.8929693,12.5418,0.0708713,23.6731,0.8534072,46.17672777175903
26.1653,0.8803881,12.683,0.0713809,23.0449,0.8534072,47.30128192901611
26.1752,0.8670067,12.7942,0.07182,23.0449,0.8830024,48.184305906295776
26.1745,0.8990299,12.9023,0.0677981,23.5405,0.8830024,49.25034499168396
26.1733,0.8840484,12.6141,0.0699878,23.5405,0.8497975,50.222400426864624
26.1715,0.8590459,12.5282,0.0697361,22.4918,0.8497975,51.18940210342407
26.1651,0.8813481,12.6974,0.0720677,22.4918,0.8783144,52.25396704673767
26.161,0.8640064,12.6099,0.0687325,22.6122,0.8783144,53.2221622467041
26.1721,0.8943695,12.7278,0.0716569,22.6122,0.8761876,54.19422507286072
26.1695,0.8834284,12.6595,0.0695431,23.128,0.8761876,55.25530958175659
26.1665,0.8616862,13.0143,0.0713607,23.128,0.8905687,56.2258574962616
26.1675,0.8829083,13.1011,0.0709263,23.112,0.8905687,57.195507526397705
26.1668,0.8637864,12.7843,0.0722457,23.112,0.8820554,58.16302037239075
26.1665,0.8760076,12.6265,0.0700401,22.9306,0.8820554,59.235047578811646
26.1694,0.8771477,12.796,0.0708129,22.9306,0.8665835,60.213051080703735
26.1684,0.8706671,12.9308,0.0703811,22.7926,0.8665835,61.232529163360596
26.1684,0.8706671,12.9308,0.0703811,22.7926,0.8705277,62.20729970932007
26.1765,0.8684669,12.5105,0.0700957,22.7424,0.8705277,63.20082998275757
26.1775,0.8731473,12.9129,0.0678467,22.7424,0.8373494,64.22838401794434
26.169,0.8577858,12.7826,0.0688563,22.4563,0.8373494,65.25504875183105
26.1727,0.8771877,12.8196,0.0702941,22.4563,0.8614533,66.2394118309021
26.1869,0.8639264,12.8149,0.0722548,22.6322,0.8614533,67.23984503746033
26.1747,0.8708271,12.8235,0.0705344,22.6322,0.8651787,68.23838949203491
26.1737,0.8907691,12.9688,0.0716427,23.3241,0.8651787,69.22862815856934
26.1762,0.8934894,12.9233,0.0695819,23.3241,0.8567404,70.20962619781494
26.1673,0.8786679,13.0386,0.0727052,23.0008,0.8567404,71.17370319366455
26.1732,0.8704671,12.9583,0.0695034,23.0008,0.863888,72.25440335273743
26.1691,0.8607461,12.9991,0.070364,22.5337,0.863888,73.2210967540741
26.1725,0.8771677,13.0963,0.0714204,22.5337,0.8911954,74.18494081497192
26.1701,0.8784079,12.9276,0.0692335,22.9967,0.8911954,75.57383704185486
26.1701,0.8784079,12.9276,0.0692335,22.9967,0.8552574,76.23086190223694
26.1658,0.8861086,13.0696,0.0702812,23.1947,0.8552574,77.20788884162903
26.1755,0.8766077,12.9447,0.0694231,23.1947,0.8578092,78.63345885276794
26.1755,0.8766077,12.9447,0.0694231,22.9545,0.8578092,79.45797538757324
26.1713,0.8731673,12.7672,0.0699123,22.9545,0.8553137,80.6330018043518
26.1713,0.8731673,12.7672,0.0699123,22.8602,0.8553137,81.50200343132019
26.169,0.8732873,12.8876,0.0705667,22.8602,0.8726873,82.81455039978027
26.169,0.8732873,12.8876,0.0705667,22.8619,0.8726873,83.8235514163971
26.169,0.8732873,12.8876,0.0705667,22.8619,22.8619,85.09706211090088
26.1767,0.8954896,12.9045,0.0703956,23.4502,22.8619,86.1040997505188
26.1767,0.8954896,12.9045,0.0703956,23.4502,0.8693338,86.82010507583618
26.1767,0.8954896,12.9045,0.0703956,0.8693338,0.8693338,87.94011068344116
26.1767,0.8923292,13.0588,0.0694429,0.8693338,0.8694385,89.40211033821106
26.1681,0.8923292,13.0588,0.0694429,23.3594,0.8694385,89.91962838172913
26.1681,0.8923292,13.0588,0.0694429,23.3594,23.3594,90.18362951278687
26.1725,0.8805081,13.0572,0.0713035,23.0536,23.3594,91.2006323337555
26.1668,0.8945295,12.9686,0.0700718,23.0536,0.8598735,92.31322050094604
26.1673,0.8818682,12.7963,0.0709111,23.0852,0.8598735,93.34773516654968
26.1661,0.8714672,12.909,0.0715999,23.0852,0.8788754,94.28177952766418
26.1739,0.8866287,12.8296,0.070094,23.2154,0.8788754,95.31329536437988
26.1685,0.889529,12.8856,0.071189,23.2154,0.8723404,96.33432412147522
26.1697,0.8730273,12.6566,0.0717297,22.8557,0.8723404,97.5163996219635
26.1697,0.8730273,12.6566,0.0717297,22.8557,0.8647959,98.3874340057373
26.173,0.8877288,12.8233,0.0708315,23.2434,0.8647959,99.48446130752563
26.173,0.8877288,12.8233,0.0708315,23.2434,0.8630519,100.18146133422852
26.1711,0.8567057,12.9546,0.0720702,22.4296,0.8630519,101.36098742485046
26.1768,0.8663867,12.9118,0.0732864,22.4296,0.8963334,102.5220844745636
26.1768,0.8663867,12.9118,0.0732864,22.688,0.8963334,103.25162935256958
26.1674,0.8578458,12.9598,0.0697722,22.688,0.8624362,104.30063533782959
26.1709,0.8681068,12.7317,0.0705692,22.727,0.8624362,105.4746344089508
26.1706,0.8871487,12.8551,0.0705794,22.727,0.8666414,106.37164044380188
26.1641,0.8750075,12.8676,0.0713876,22.9025,0.8666414,107.40822672843933
26.1735,0.8736474,12.7645,0.0718968,22.9025,0.8785832,108.28722834587097
26.1766,0.8831483,12.798,0.0742018,23.1268,0.8785832,109.27476286888123
26.1766,0.8831483,12.798,0.0742018,23.1268,0.9081924,110.22528195381165
26.1662,0.8711271,12.8876,0.0722224,22.8032,0.9081924,112.08228492736816
26.1662,0.8711271,12.8876,0.0722224,22.8032,0.8777346,112.73728632926941
26.1662,0.8711271,12.8876,0.0722224,0.8777346,0.8777346,113.24228715896606
26.1681,0.8756276,12.6986,0.0717958,0.8777346,0.8718669,114.23133635520935
26.176,0.8889489,12.9186,0.0711055,23.2782,0.8718669,115.2503936290741
26.1711,0.8735474,12.8967,0.0717071,23.2782,0.8859964,116.26139736175537
26.1689,0.89995,13.037,0.0723702,23.5597,0.8859964,117.24942684173584
26.1737,0.8932093,13.1138,0.072838,23.5597,0.9020683,118.23299789428711
26.1708,0.9013902,13.2148,0.07079,23.5991,0.9020683,119.22903680801392
26.1734,0.8920092,12.8134,0.0725879,23.5991,0.881235,120.23358941078186
26.1717,0.8874688,12.9015,0.0698127,23.2354,0.881235,121.22862386703491
26.1731,0.8953095,12.8265,0.0700315,23.2354,0.8548996,122.21166205406189
26.1715,0.8775478,12.8795,0.0687578,22.9752,0.8548996,123.20971703529358
26.1647,0.8957696,12.9417,0.0695957,22.9752,0.857056,124.19725799560547
26.1678,0.9087509,13.0152,0.0703538,23.7883,0.857056,125.18229174613953
26.1706,0.8935494,13.0076,0.070633,23.7883,0.8745125,126.24829721450806
26.1682,0.89985,13.0378,0.0696543,23.5558,0.8745125,127.21029663085938
26.1544,0.889889,13.0081,0.0714313,23.5558,0.8817116,128.17153191566467
26.1685,0.8779678,12.8957,0.0720902,22.984,0.8817116,129.23828601837158
26.1606,0.8746475,12.9305,0.070723,22.984,0.8675774,130.2033896446228
26.1661,0.8545655,12.8477,0.0704535,22.3689,0.8675774,131.16712307929993
26.1676,0.8782278,12.8755,0.069481,22.3689,0.850907,132.23294186592102
26.1583,0.8973497,13.0501,0.0688677,23.4813,0.850907,133.19794297218323
26.1677,0.8735074,13.0256,0.070548,23.4813,0.8713371,134.16694498062134
26.1723,0.8886489,12.9612,0.0691659,23.2669,0.8713371,135.23194885253906
26.1623,0.8792479,13.0661,0.0695586,23.2669,0.8659757,136.19695043563843
26.1599,0.89977,12.9282,0.0714691,23.5464,0.8659757,137.1552414894104
26.1686,0.9023302,12.8662,0.069774,23.5464,0.8551371,138.21847939491272
26.1593,0.8957296,12.9284,0.0700341,23.4403,0.8551371,139.18448114395142
26.1759,0.8961496,13.0061,0.0718234,23.4403,0.8919642,140.26948356628418
26.1707,0.8874088,12.799,0.0699998,23.2328,0.8919642,141.23452496528625
26.1707,0.8828483,12.8146,0.0690886,23.2328,0.8473066,142.20305705070496
26.1734,0.8844085,12.8041,0.0695483,23.1569,0.8473066,143.20806002616882
26.1749,0.8823282,12.9253,0.0678414,23.1569,0.8412638,144.17706441879272
26.1752,0.8922092,12.8825,0.0692335,23.3628,0.8412638,145.24509477615356
26.1712,0.8880088,12.8982,0.0692058,23.3628,0.8534885,146.20671844482422
26.1637,0.8960896,12.9781,0.0675862,23.454,0.8534885,147.17372274398804
26.1653,0.8883088,12.9159,0.0664951,23.454,0.8248169,148.23856258392334
26.1635,0.9133113,13.0413,0.0673683,23.9045,0.8248169,149.2036051750183
26.1656,0.869507,12.8332,0.0684718,23.9045,0.8447985,150.1675000190735
26.1671,0.8977298,13.009,0.0695793,23.5001,0.8447985,151.23251080513
26.1696,0.9091709,13.0564,0.0711603,23.5001,0.8896827,152.19611048698425
26.1687,0.8962296,13.0385,0.0712976,23.4619,0.8896827,153.1584506034851
26.1643,0.8918692,12.9298,0.0705352,23.4619,0.8724185,154.2504861354828
26.1753,0.9009101,13.019,0.0712538,23.5908,0.8724185,155.28025078773499
26.1672,0.8915292,13.0555,0.0701522,23.5908,0.8751719,156.25425004959106
26.1729,0.8943494,13.1395,0.0712673,23.4166,0.8751719,157.21825218200684
26.1767,0.8933694,13.0429,0.0709838,23.4166,0.8867527,158.18325471878052
26.1755,0.8832483,13.0034,0.0697318,23.1279,0.8867527,159.25528526306152
26.1755,0.8832483,13.0034,0.0697318,23.1279,0.8662538,160.22581434249878
26.1693,0.9142514,13.0855,0.0688197,23.9344,0.8662538,161.22781825065613
26.1668,0.8719272,12.8883,0.0697464,23.9344,0.8601391,162.19881868362427
26.1761,0.8735474,13.0199,0.0698178,22.8743,0.8601391,163.16364669799805
26.1722,0.859386,12.7929,0.0695949,22.8743,0.8525337,164.23389101028442
26.1722,0.859386,12.7929,0.0695949,22.5003,0.8525337,165.1988914012909
26.1706,0.8590859,12.8554,0.0673559,22.5003,0.8273765,166.17289304733276
26.1713,0.8792479,12.9042,0.0693599,23.0196,0.8273765,167.24029994010925
26.1692,0.869607,13.004,0.0696009,23.0196,0.8634863,168.23648881912231
26.171,0.8645665,13.0038,0.0686416,22.6353,0.8634863,169.23013162612915
26.18,0.8522852,13.0101,0.0693842,22.6353,0.8620503,170.22413563728333
26.1779,0.869447,12.9807,0.0693426,22.769,0.8620503,171.21965956687927
26.17,0.8529253,13.0004,0.0695405,22.769,0.8626535,172.2156641483307
26.1711,0.8514252,13.0347,0.0704808,22.2918,0.8626535,173.20186805725098
26.1721,0.8833884,12.9333,0.072772,22.2918,0.9011776,174.19388675689697
26.1704,0.8712471,12.7908,0.0717021,22.8093,0.9011776,175.19588994979858
26.1776,0.8723072,12.8263,0.0690938,22.8093,0.845808,176.18330264091492
26.1618,0.8769077,13.0525,0.0722432,22.9502,0.845808,177.2503056526184
26.1749,0.8587659,13.1616,0.0709618,22.9502,0.8926424,178.21306657791138
26.1727,0.859866,12.9768,0.0723445,22.5131,0.8926424,179.17859053611755
26.1825,0.8548855,12.9193,0.071911,22.5131,0.8899874,180.2428708076477
26.1824,0.8579458,13.0301,0.0727432,22.4719,0.8899874,181.20996713638306
26.1774,0.8750875,12.8789,0.0715849,22.4719,0.8820413,182.17418456077576
26.1725,0.8825283,12.8522,0.0702232,23.1066,0.8820413,183.2390353679657
26.1603,0.9054906,12.9825,0.072308,23.1066,0.8980023,184.2009916305542
26.1706,0.8974498,12.6901,0.0706126,23.4962,0.8980023,185.16516971588135
26.1674,0.8816082,12.8473,0.0704748,23.4962,0.8638208,186.23282384872437
26.1763,0.8945295,12.8873,0.0704969,23.4244,0.8638208,187.19763350486755
26.1675,0.9022502,12.8646,0.0704467,23.4244,0.8692494,188.15844345092773
26.1679,0.8975298,12.8203,0.0712083,23.4949,0.8692494,189.22447276115417
26.1659,0.880108,12.8906,0.0711906,23.4949,0.876983,190.1868541240692
26.1627,0.8972497,12.8472,0.0705565,23.4835,0.876983,191.2513768672943
26.1628,0.8883488,12.8243,0.0704595,23.4835,0.865374,192.21819949150085
26.1684,0.9005501,13.0331,0.0698101,23.5749,0.865374,193.19902658462524
26.1788,0.8944895,12.8853,0.0697817,23.5749,0.8585984,194.16520309448242
26.1735,0.8891489,13.0656,0.0679616,23.2812,0.8585984,195.22943234443665
26.1709,0.8879488,12.7867,0.0684806,23.2812,0.8363399,196.1964328289032
26.1787,0.9051105,12.7787,0.0689782,23.7035,0.8363399,197.17427372932434
26.1765,0.8987299,12.9513,0.0691945,23.7035,0.8543557,198.24090600013733
26.1697,0.9032103,12.894,0.067484,23.6464,0.8543557,199.2053542137146
26.1733,0.9108911,12.9515,0.0658595,23.6464,0.8104154,200.16481161117554
26.1741,0.8826683,12.8563,0.0679501,23.1122,0.8104154,201.2353904247284
26.1687,0.9039704,12.7884,0.0690052,23.1122,0.8445782,202.1986322402954
26.1696,0.8944495,12.8336,0.0693418,23.416,0.8445782,203.16270303726196
26.1715,0.8875488,12.8651,0.0663316,23.416,0.8118984,204.22656059265137
26.1718,0.8766677,12.9333,0.0676262,22.9529,0.8118984,205.19356393814087
26.1647,0.8714472,12.6386,0.069053,22.9529,0.8342787,206.15662956237793
26.1784,0.8641264,12.8727,0.0677945,22.6301,0.8342787,207.22122359275818
26.1859,0.8747675,12.9775,0.0700932,22.6301,0.8717497,208.18402528762817
26.1748,0.8655066,12.8852,0.0705174,22.6635,0.8717497,209.25189518928528
26.1733,0.8455846,12.7899,0.0699878,22.6635,0.8574857,210.25223541259766
